loan_id,applicant_name,age,gender,income,employment_type,credit_score,loan_amount,loan_purpose,application_date,approval_status
LN0289,Wayne Cortez,52,Male,297583,Salaried,356,1000916,Personal,2025-04-23,Rejected
LN0290,Nathaniel Hooper,50,Male,322970,Salaried,615,1566828,Business,2024-01-10,Approved
LN0291,Pamela Brown,21,Male,333201,Salaried,733,772529,Business,2023-08-04,Approved
LN0292,Rodney Perry,24,Male,277501,Salaried,718,427448,Personal,2024-12-07,Rejected
LN0293,Elizabeth Patterson,47,Female,497315,Salaried,686,837785,Business,2024-05-04,Approved
LN0294,Amanda Price,55,Male,372640,Self-employed,421,424286,Home Improvement,2024-01-28,Rejected
LN0295,Victoria Shea,29,Male,467686,Salaried,323,675712,Medical,2024-01-27,Rejected
LN0296,Krystal Romero,55,Female,308886,Salaried,535,569070,Medical,2024-06-29,Rejected
LN0297,Omar Patel,38,Male,488861,Self-employed,415,117564,Medical,2025-07-05,Rejected
LN0298,Christopher Freeman,22,Male,138046,Salaried,334,986254,Home Improvement,2024-01-30,Rejected
LN0299,Meghan Hamilton,24,Male,418256,Salaried,749,541445,Home Improvement,2024-04-27,Approved
LN0300,Bryan Knox,24,Male,294186,Unemployed,539,1760827,Home Improvement,2024-07-27,Rejected
LN0301,Robert Anderson,59,Female,154205,Salaried,446,1434565,Home Improvement,2023-07-30,Approved
LN0302,Charles Taylor,40,Female,61959,Salaried,479,1362802,Medical,2025-01-31,Rejected
LN0303,Emily Duncan,24,Female,367282,Self-employed,837,718434,Medical,2023-12-13,Approved
LN0304,Luke Brown,40,Female,126405,Self-employed,784,555346,Personal,2024-02-12,Approved
LN0305,Kelly Rodriguez,30,Female,60211,Salaried,726,1218715,Home Improvement,2023-09-02,Approved
LN0306,Holly Woods MD,36,Female,136607,Salaried,380,1984048,Medical,2024-04-14,Rejected
LN0307,Danny Nguyen,26,Male,57020,Salaried,340,1882114,Business,2023-10-24,Approved
LN0308,Karina Chambers,58,Male,281340,Salaried,640,685831,Business,2024-08-15,Approved
LN0309,William Barber,33,Male,421579,Unemployed,790,1967722,Personal,2025-04-16,Rejected
LN0310,Ashley Black,34,Female,155478,Salaried,589,848305,Medical,2024-03-04,Rejected
LN0311,Michael Fletcher,43,Female,167133,Salaried,809,1027281,Business,2024-02-07,Rejected
LN0312,Amanda Johnson,51,Female,136497,Salaried,723,145872,Home Improvement,2024-12-26,Rejected
LN0313,Matthew Brown,30,Male,166720,Salaried,727,669063,Personal,2025-01-23,Approved
LN0314,Michelle Rasmussen,35,Female,328733,Self-employed,811,1204781,Education,2025-06-21,Approved
LN0315,Drew Collins,52,Female,271607,Salaried,660,404975,Personal,2023-11-04,Rejected
LN0316,Steven Miller,52,Male,496283,Salaried,360,1148791,Business,2024-11-08,Rejected
LN0317,Chad Williams,25,Male,430733,Salaried,440,1816944,Personal,2024-11-29,Approved
LN0318,Tiffany Lucas,30,Male,144672,Salaried,682,176773,Home Improvement,2025-06-11,Approved
LN0319,Lauren Clark,60,Female,375654,Salaried,306,1166130,Home Improvement,2024-01-28,Rejected
LN0320,Vanessa Young,22,Female,310881,Unemployed,317,1103223,Medical,2025-04-29,Rejected
LN0321,Jennifer Montoya,32,Male,80496,Salaried,546,452510,Home Improvement,2023-07-29,Rejected
LN0322,Christina Munoz,43,Female,446775,Salaried,682,901501,Medical,2024-04-15,Approved
LN0323,Shannon Gross,35,Female,388634,Self-employed,382,1420983,Business,2024-08-01,Approved
LN0324,Pamela Wolf,45,Female,319774,Salaried,309,1523973,Personal,2024-06-26,Approved
LN0325,Jessica Allison,48,Female,326671,Unemployed,397,1926513,Home Improvement,2024-11-04,Rejected
LN0326,Robert Pace,35,Male,485143,Self-employed,786,618527,Business,2025-06-07,Rejected
LN0327,Hector Small,38,Male,124033,Unemployed,622,82837,Personal,2023-07-30,Rejected
LN0328,Tammy Gonzales,46,Male,186907,Salaried,546,1238447,Medical,2024-01-04,Rejected
LN0329,Rebecca Jackson,55,Female,231245,Self-employed,443,1707794,Business,2024-09-14,Rejected
LN0330,Carl Grimes,43,Male,81215,Salaried,377,764274,Home Improvement,2024-11-24,Rejected
LN0331,Jennifer Fisher,59,Female,435565,Salaried,579,1693219,Medical,2024-09-11,Rejected
LN0332,Gina Rogers,43,Female,256412,Salaried,689,229713,Home Improvement,2024-07-03,Approved
LN0333,Sara Wu,36,Male,73011,Salaried,689,1542495,Personal,2024-02-24,Rejected
LN0334,Kevin Wheeler,41,Female,85863,Salaried,615,982678,Education,2024-06-06,Rejected
LN0335,Rachel Barber,27,Male,75768,Salaried,759,1218082,Home Improvement,2024-05-12,Approved
LN0336,Natasha Herring,27,Male,76986,Salaried,395,1301841,Home Improvement,2024-09-06,Rejected
LN0337,Robin Salazar,45,Male,183012,Salaried,386,1570107,Home Improvement,2024-10-03,Rejected
LN0338,Eric King,36,Male,389302,Salaried,442,613963,Education,2024-06-01,Approved
LN0339,Jodi Hale,30,Male,117664,Salaried,731,678626,Medical,2024-12-31,Rejected
LN0340,Martin Townsend,44,Female,159284,Self-employed,807,1295302,Home Improvement,2023-11-13,Approved
LN0341,Veronica Bond,27,Male,189728,Salaried,705,746709,Home Improvement,2025-06-28,Approved
LN0342,David Chan,42,Female,205498,Salaried,439,680058,Education,2024-12-19,Rejected
LN0343,Jennifer Wilson,33,Female,194722,Salaried,707,719280,Education,2024-06-29,Rejected
LN0344,Jennifer Carson,52,Male,200858,Salaried,702,815493,Business,2024-10-02,Rejected
LN0345,Janet Guzman,33,Male,387413,Self-employed,327,1575076,Medical,2024-09-22,Rejected
LN0346,Cynthia Jones,34,Female,448216,Salaried,370,1767495,Medical,2024-09-03,Rejected
LN0347,Ashley Frey,29,Female,156888,Salaried,457,1549959,Medical,2025-06-01,Rejected
LN0348,William Payne,25,Female,343489,Salaried,710,1170649,Home Improvement,2023-12-03,Rejected
LN0349,Lori Clark,47,Male,444565,Unemployed,849,1295330,Business,2024-12-28,Approved
LN0350,Ashley Becker,36,Female,117209,Self-employed,345,1231158,Medical,2025-05-24,Rejected
LN0351,Joseph James,42,Female,85545,Salaried,564,515570,Home Improvement,2024-10-01,Rejected
LN0352,Stephen Powers,56,Male,263716,Salaried,774,1669719,Home Improvement,2024-04-29,Approved
LN0353,Cory Hernandez,30,Female,42877,Salaried,602,922363,Business,2023-11-08,Approved
LN0354,Jessica Mcintosh,30,Female,193520,Salaried,511,1142857,Medical,2025-04-28,Rejected
LN0355,Matthew Bernard,27,Female,408532,Self-employed,626,190874,Education,2023-10-10,Approved
LN0356,Ryan Ford,28,Male,475214,Salaried,411,1470064,Personal,2024-08-08,Rejected
LN0357,Nicholas Long,36,Male,319359,Salaried,736,1018997,Personal,2023-10-20,Rejected
LN0358,Jason Alvarez,32,Male,365795,Self-employed,705,111220,Home Improvement,2024-02-17,Rejected
LN0359,Kevin Kirk,49,Female,233861,Salaried,519,481561,Education,2024-01-17,Rejected
LN0360,Donald Meadows,25,Male,449169,Self-employed,491,817123,Education,2025-03-01,Approved
LN0361,Michael Thomas,28,Female,381640,Self-employed,840,1390307,Education,2025-01-28,Approved
LN0362,Samantha Macias,60,Female,337759,Salaried,660,1823179,Medical,2025-05-05,Approved
LN0363,Jesse Wilson,40,Male,382379,Salaried,420,550323,Education,2025-01-05,Approved
LN0364,Sharon Barton,44,Male,297819,Salaried,441,1255455,Medical,2024-09-28,Rejected
LN0365,Sean Holland,52,Male,320934,Salaried,595,344223,Personal,2024-07-18,Rejected
LN0366,Rachel Stephens DVM,49,Male,483782,Salaried,309,1066298,Personal,2023-09-11,Approved
LN0367,Jerry Cook,45,Female,244504,Self-employed,725,1539276,Medical,2024-02-16,Approved
LN0368,Natasha Golden,26,Male,447270,Self-employed,599,118566,Education,2024-03-23,Approved
LN0369,Rick Parker,39,Male,439332,Salaried,807,1202859,Home Improvement,2024-12-03,Approved
LN0370,Harold Wade,28,Female,436382,Salaried,675,1186747,Business,2023-11-29,Rejected
LN0371,Sheena Baldwin,49,Male,252903,Salaried,553,674340,Business,2025-06-02,Rejected
LN0372,Leonard Morales,43,Male,260199,Self-employed,420,1676617,Personal,2023-10-02,Approved
LN0373,Christine Waller,58,Female,481437,Self-employed,738,398088,Home Improvement,2024-04-29,Approved
LN0374,Bradley Brown,34,Male,452282,Salaried,659,1166273,Education,2024-01-17,Approved
LN0375,Dawn Johnson,31,Female,399126,Salaried,573,1849391,Home Improvement,2025-05-15,Rejected
LN0376,Tiffany Lopez,27,Male,423265,Self-employed,360,631589,Personal,2024-11-09,Rejected
LN0377,Laura Davis,29,Male,106673,Self-employed,553,1646925,Medical,2024-06-16,Rejected
LN0378,Shawn Mitchell,57,Female,359154,Salaried,762,208369,Business,2025-05-17,Approved
LN0379,Erin Kirby,38,Female,268391,Unemployed,635,1270449,Business,2023-08-18,Rejected
LN0380,Peter Ray,26,Female,362839,Self-employed,666,1832802,Business,2024-02-27,Rejected
LN0381,Benjamin Brock,46,Male,255256,Self-employed,806,613162,Education,2024-02-16,Rejected
LN0382,Kathleen White,42,Male,326821,Self-employed,651,1925178,Business,2024-02-18,Approved
LN0383,Brandon Williams,50,Male,95136,Unemployed,461,975443,Medical,2024-12-21,Approved
LN0384,Shannon Schneider,48,Male,391020,Unemployed,609,383399,Education,2024-07-17,Approved
LN0385,Cheryl Brock,44,Female,73212,Salaried,469,158605,Medical,2023-08-29,Rejected
LN0386,Cameron Thompson,35,Female,373663,Salaried,397,52278,Personal,2025-02-22,Rejected
LN0387,John Gregory,29,Male,302338,Self-employed,309,66908,Education,2024-08-09,Rejected
LN0388,Carol Kelley,48,Male,280452,Salaried,692,237340,Business,2025-03-03,Approved
LN0389,Ernest Rogers,44,Female,101895,Salaried,436,1395482,Personal,2023-10-02,Approved
LN0390,Sarah Farmer,57,Male,349983,Self-employed,750,786494,Personal,2023-10-24,Approved
LN0391,Jonathon Ashley,30,Female,353001,Self-employed,522,231797,Business,2024-08-17,Approved
LN0392,Kristin Rice,28,Female,214305,Unemployed,622,1709008,Personal,2025-06-11,Approved
LN0393,Gary Lam,26,Male,320139,Self-employed,591,1683617,Business,2024-05-03,Rejected
LN0394,Timothy Collins,40,Male,301449,Self-employed,493,1618341,Medical,2025-02-07,Approved
LN0395,Samantha Atkinson,24,Male,289463,Salaried,546,1097700,Home Improvement,2024-10-30,Approved
LN0396,Breanna Rivera,21,Female,195922,Salaried,730,816325,Home Improvement,2024-07-23,Approved
LN0397,Donna Lindsey,51,Male,38750,Salaried,314,599842,Personal,2023-08-05,Approved
LN0398,Barbara Ochoa,24,Female,295609,Salaried,813,1658746,Medical,2024-10-24,Approved
LN0399,April Armstrong,46,Male,365826,Salaried,456,631892,Business,2023-08-01,Rejected
LN0400,Sarah Castillo,53,Male,453656,Salaried,634,869423,Home Improvement,2025-04-25,Approved
LN0401,Michael Steele,25,Female,396307,Salaried,544,171437,Personal,2025-02-23,Approved
LN0402,Cheryl Williamson,48,Male,267697,Self-employed,356,698628,Personal,2024-09-19,Approved
LN0403,Matthew Jimenez,29,Male,115895,Salaried,655,1146821,Home Improvement,2024-03-30,Rejected
LN0404,Katherine Shelton,37,Male,224966,Salaried,575,1587077,Business,2025-05-04,Rejected
LN0405,Bobby Scott,22,Female,453156,Salaried,836,183949,Education,2024-03-04,Rejected
LN0406,Mary Patton,57,Male,290124,Salaried,668,166264,Medical,2024-02-24,Rejected
LN0407,Paige Hamilton,31,Female,112475,Salaried,405,1925416,Home Improvement,2024-11-03,Rejected
LN0408,Lori Morris,28,Male,418382,Salaried,345,1850801,Business,2024-11-12,Approved
LN0409,Carla Webb,51,Female,230791,Unemployed,483,1848276,Business,2024-06-08,Rejected
LN0410,Jennifer Lawrence,47,Male,198716,Salaried,627,618869,Business,2024-07-02,Approved
LN0411,Leonard York,28,Male,124028,Salaried,828,146319,Medical,2024-12-11,Approved
LN0412,Cynthia Shaw,50,Female,435551,Self-employed,635,231163,Home Improvement,2024-02-04,Approved
LN0413,Jaime Barnes,44,Male,182879,Salaried,611,1601003,Home Improvement,2025-01-19,Approved
LN0414,Matthew Carroll,44,Female,435071,Self-employed,551,365760,Business,2024-04-15,Rejected
LN0415,April Nixon,22,Male,313925,Salaried,309,752582,Business,2024-12-10,Rejected
LN0416,Francisco Robinson,45,Female,84499,Salaried,543,930417,Medical,2023-09-01,Rejected
LN0417,Christina Foster,30,Female,78772,Salaried,537,1931748,Home Improvement,2023-10-06,Rejected
LN0418,Joyce Hanson,44,Female,422114,Salaried,397,1109958,Personal,2025-03-17,Rejected
LN0419,Melissa Garcia,46,Male,340323,Salaried,745,1439245,Personal,2025-03-19,Approved
LN0420,Keith Ramirez,37,Female,449858,Salaried,634,717015,Medical,2023-11-25,Approved
LN0421,Maria Gamble,25,Male,101361,Self-employed,411,375919,Business,2024-09-08,Approved
LN0422,Cheryl Arias,50,Female,243129,Salaried,666,1665513,Personal,2025-02-03,Approved
LN0423,Ryan Jackson,50,Female,476946,Salaried,461,1743653,Education,2025-05-29,Rejected
LN0424,Abigail Cruz,59,Male,142732,Self-employed,635,361057,Business,2024-02-14,Rejected
LN0425,Laura Parks,43,Female,299200,Salaried,606,595609,Personal,2024-05-01,Approved
LN0426,Drew Wells,46,Female,321479,Self-employed,555,248653,Medical,2025-06-26,Approved
LN0427,Casey Garrison,29,Male,36268,Salaried,527,324129,Personal,2023-07-17,Rejected
LN0428,Brooke Ortiz,44,Male,335305,Salaried,376,95718,Business,2025-06-20,Approved
LN0429,Daniel Krause Jr.,49,Male,78223,Unemployed,639,306959,Business,2024-11-24,Rejected
LN0430,Vicki Gamble,24,Male,330880,Salaried,704,1090452,Business,2024-11-12,Approved
LN0431,Jennifer Cooper,48,Male,215568,Salaried,491,626678,Education,2024-02-11,Rejected
LN0432,Michele Clark,30,Male,351968,Self-employed,551,1407441,Education,2024-05-14,Rejected
LN0433,Christopher Hughes,56,Female,61970,Salaried,692,337804,Medical,2024-01-10,Approved
LN0434,Beth Fischer,54,Male,360696,Unemployed,319,852156,Education,2023-10-21,Rejected
LN0435,Melissa White,52,Female,326564,Salaried,697,617144,Personal,2025-06-15,Approved
LN0436,Jonathan Brown,59,Male,45363,Self-employed,587,172874,Medical,2023-12-18,Rejected
LN0437,Lindsey Bailey,58,Male,113689,Salaried,546,608947,Home Improvement,2024-07-17,Rejected
LN0438,Ryan Harvey,24,Male,331828,Self-employed,697,794079,Personal,2024-02-22,Approved
LN0439,Jeanne Mcfarland,58,Female,452686,Self-employed,667,1966754,Home Improvement,2023-10-19,Approved
LN0440,Ashley Braun,43,Male,325231,Unemployed,804,1186917,Education,2024-07-28,Approved
LN0441,Matthew Cunningham,23,Male,59448,Salaried,524,91792,Home Improvement,2024-12-18,Rejected
LN0442,Derrick Lam,42,Male,452809,Salaried,481,1976822,Education,2024-01-13,Approved
LN0443,Marie Cline,30,Male,435991,Salaried,838,1854954,Education,2024-06-06,Rejected
LN0444,Heather Miller,44,Female,337241,Salaried,609,726547,Personal,2023-11-02,Rejected
LN0445,Laura Cain,48,Female,370357,Salaried,665,518162,Home Improvement,2023-12-06,Rejected
LN0446,Devon Cameron,45,Female,414824,Self-employed,430,422681,Business,2024-02-18,Rejected
LN0447,Melissa Hamilton,57,Female,476041,Unemployed,333,431853,Home Improvement,2025-01-11,Rejected
LN0448,Timothy Marshall,60,Male,365359,Salaried,808,344950,Education,2024-12-16,Rejected
LN0449,Kristen Roberson,36,Female,197519,Salaried,390,1773149,Education,2024-01-13,Rejected
LN0450,Martin Wise,37,Male,160831,Self-employed,658,588250,Business,2024-11-06,Rejected
LN0451,Jennifer Roberts,24,Female,259753,Self-employed,470,1905039,Medical,2025-03-25,Rejected
LN0452,Robert Foster,45,Female,316273,Salaried,790,1704086,Home Improvement,2024-12-05,Approved
LN0453,Robert Edwards,35,Male,266604,Salaried,334,668468,Business,2025-06-16,Rejected
LN0454,Timothy Eaton,27,Male,209205,Salaried,684,387441,Business,2023-07-24,Approved
LN0455,Lawrence Cooper,26,Female,341443,Unemployed,794,1527453,Business,2024-07-06,Rejected
LN0456,Travis Wallace,31,Female,112367,Salaried,639,481070,Personal,2023-08-09,Approved
LN0457,Ms. Stacey Reed,56,Female,376343,Salaried,543,251150,Business,2023-09-21,Rejected
LN0458,Kathy Reid,56,Female,110525,Salaried,303,946754,Business,2024-04-01,Approved
LN0459,Amanda Arellano,59,Female,134687,Salaried,511,408261,Education,2025-05-31,Rejected
LN0460,Sherri Moore,51,Male,191665,Self-employed,782,1075710,Education,2025-02-10,Approved
LN0461,William Perez,55,Female,126931,Salaried,690,824691,Personal,2025-04-01,Approved
LN0462,Cynthia Neal,37,Female,273824,Salaried,575,1233310,Business,2023-10-25,Approved
LN0463,Douglas Gross,27,Male,380298,Salaried,723,1636405,Home Improvement,2023-09-26,Approved
LN0464,Eric Lee,24,Female,459080,Salaried,848,1490885,Medical,2023-12-17,Approved
LN0465,Jason Price,36,Female,186684,Salaried,335,1102983,Home Improvement,2024-03-17,Rejected
LN0466,William Myers,57,Male,93062,Unemployed,759,412553,Personal,2025-05-22,Rejected
LN0467,Jeremy Hernandez,33,Male,52374,Salaried,745,473455,Personal,2024-03-23,Rejected
LN0468,Travis Wagner,37,Female,411211,Unemployed,368,232509,Medical,2024-01-25,Rejected
LN0469,Kimberly Clark,56,Female,479117,Salaried,769,1973427,Business,2024-10-25,Rejected
LN0470,Mark Santiago,60,Female,88992,Salaried,451,1238233,Home Improvement,2023-10-02,Rejected
LN0471,Jacob Cooke,27,Male,325008,Self-employed,592,1869227,Home Improvement,2023-09-16,Rejected
LN0472,Kayla Eaton,47,Female,230825,Self-employed,784,128571,Personal,2023-07-25,Approved
LN0473,Melissa Newman,30,Female,50333,Salaried,639,1498112,Personal,2024-03-28,Approved
LN0474,Monica Miller,51,Female,225266,Salaried,610,702107,Education,2023-08-10,Rejected
LN0475,Andrew Wheeler,27,Male,100456,Salaried,753,1673260,Education,2024-02-24,Approved
LN0476,Nathan Wyatt,47,Male,128532,Salaried,716,1603873,Medical,2024-08-05,Rejected
LN0477,Andrew Robertson,44,Male,300149,Self-employed,367,702472,Home Improvement,2023-12-25,Rejected
LN0478,Aaron White,54,Male,121088,Salaried,505,1805267,Business,2024-03-26,Approved
LN0479,Mark Cole,50,Male,218940,Self-employed,580,822489,Medical,2024-11-18,Rejected
LN0480,Kathryn Howard,28,Male,156845,Salaried,756,422419,Medical,2025-05-10,Approved
LN0481,Jared Norris,43,Female,115728,Self-employed,564,1620685,Business,2024-05-18,Approved
LN0482,Jennifer Kirby,45,Male,115410,Self-employed,519,1847492,Personal,2024-11-30,Rejected
LN0483,Scott Martinez,34,Female,371619,Salaried,320,1863260,Business,2025-01-26,Rejected
LN0484,Leah Williamson,29,Male,345171,Self-employed,529,579301,Home Improvement,2024-03-06,Rejected
LN0485,Jill Hobbs,40,Female,252196,Self-employed,657,1012588,Education,2024-10-25,Approved
LN0486,Miguel Watson,40,Female,336439,Salaried,823,1439060,Education,2024-08-27,Approved
LN0487,Maurice Velazquez,59,Female,186487,Self-employed,793,183876,Education,2024-08-20,Rejected
LN0488,Kayla Collins,41,Female,166916,Self-employed,605,445019,Personal,2024-04-03,Approved
LN0489,Jonathan Taylor,36,Male,452277,Self-employed,713,1435232,Education,2023-09-02,Approved
LN0490,Kyle Myers,22,Female,184981,Salaried,728,898505,Medical,2023-09-01,Rejected
LN0491,Natalie Jones,58,Male,209918,Self-employed,527,1489313,Home Improvement,2023-12-17,Rejected
LN0492,Kathleen Keller,51,Female,295979,Salaried,474,1812947,Home Improvement,2023-12-29,Approved
LN0493,Jeffrey Booth,27,Female,97079,Self-employed,487,1475460,Education,2023-07-14,Rejected
LN0494,Lance Hall,35,Female,147088,Self-employed,614,931794,Education,2024-07-05,Approved
LN0495,Julie Golden,58,Female,273144,Self-employed,781,162568,Home Improvement,2024-01-28,Approved
LN0496,Donald Stafford,60,Male,277579,Self-employed,812,301272,Medical,2025-02-24,Approved
LN0497,Dana Hester,47,Male,486575,Self-employed,440,470052,Education,2023-08-08,Rejected
LN0498,Danielle Patel,57,Female,105090,Salaried,484,1683558,Business,2025-02-16,Rejected
LN0499,Annette Larson,32,Female,362660,Salaried,762,623629,Personal,2023-07-22,Rejected
LN0500,Anthony Collins,31,Male,286679,Self-employed,390,321383,Home Improvement,2023-10-11,Rejected
LN0501,Michael Henry,48,Female,254932,Unemployed,692,59791,Business,2024-02-03,Rejected
LN0502,Kelly Davis,44,Male,497668,Salaried,843,449668,Business,2025-02-09,Approved
LN0503,Stacey Smith,36,Male,393606,Self-employed,619,320387,Business,2024-07-03,Approved
LN0504,Kevin Rice,58,Female,117566,Salaried,346,675375,Education,2025-03-27,Rejected
LN0505,Benjamin Gray,54,Female,257365,Self-employed,437,768762,Medical,2023-12-15,Rejected
LN0506,Katelyn Gay,33,Male,455726,Salaried,533,520435,Personal,2023-07-27,Approved
LN0507,Tammy Cruz,22,Male,94572,Salaried,338,836835,Education,2024-04-07,Rejected
LN0508,Stephen Gray,60,Male,341387,Unemployed,410,1420630,Business,2024-11-18,Approved
LN0509,Lucas Solomon,28,Female,262948,Salaried,558,1044881,Personal,2025-06-22,Approved
LN0510,Jared Lewis,21,Female,250657,Self-employed,832,616183,Home Improvement,2024-10-16,Approved
LN0511,Kelly Oliver,29,Female,465501,Self-employed,823,1557362,Home Improvement,2024-10-23,Approved
LN0512,Tom Cantu,28,Male,290958,Salaried,504,1681498,Education,2025-01-10,Rejected
LN0513,Wendy Meza,33,Female,398803,Salaried,464,132639,Home Improvement,2024-05-24,Rejected
LN0514,Lisa Richardson,34,Female,203331,Salaried,313,1458516,Business,2024-02-21,Rejected
LN0515,Joshua Velasquez,57,Female,108194,Unemployed,823,207387,Business,2023-07-25,Rejected
LN0516,Roger Reyes,35,Female,185200,Salaried,351,259314,Personal,2024-04-12,Rejected
LN0517,Dillon Higgins,39,Female,450267,Self-employed,736,1598831,Business,2025-02-27,Approved
LN0518,Heather Nelson,23,Male,476692,Salaried,474,739251,Education,2024-09-27,Rejected
LN0519,Nicole Perez,60,Female,490574,Self-employed,681,1759103,Education,2024-12-14,Approved
LN0520,William Dalton,46,Female,269357,Salaried,694,1496830,Medical,2025-05-06,Rejected
LN0521,Michael Patterson,31,Male,99474,Self-employed,360,1820729,Personal,2024-05-05,Approved
LN0522,John Morris,58,Female,450617,Salaried,748,430130,Home Improvement,2024-09-21,Approved
LN0523,Jessica Bruce,43,Male,482238,Self-employed,433,1063091,Medical,2024-05-14,Approved
LN0524,Charles White,47,Female,54102,Salaried,621,75921,Home Improvement,2024-07-28,Rejected
LN0525,Elizabeth Morgan,57,Male,381191,Self-employed,831,1147026,Home Improvement,2024-02-20,Approved
LN0526,Kyle Friedman,36,Female,211272,Self-employed,694,361750,Home Improvement,2025-02-20,Rejected
LN0527,Matthew Perry,60,Male,36105,Self-employed,460,1110252,Medical,2025-01-27,Rejected
LN0528,Jessica Wong,31,Male,423965,Salaried,546,743936,Education,2025-01-24,Approved
LN0529,Jamie Shelton,35,Female,241433,Self-employed,380,1012791,Medical,2024-05-25,Rejected
LN0530,Ms. Shelia Huffman PhD,49,Male,479099,Salaried,623,298946,Medical,2024-10-05,Rejected
LN0531,Andrew Williams,22,Male,241518,Salaried,300,1782056,Business,2024-12-31,Rejected
LN0532,Erin Berger,60,Female,496674,Salaried,511,1422787,Medical,2024-08-04,Rejected
LN0533,James Sherman,44,Male,458127,Salaried,765,746197,Home Improvement,2023-12-11,Rejected
LN0534,Leonard Ford,59,Female,405735,Self-employed,763,289124,Business,2024-08-27,Rejected
LN0535,Denise Randolph,35,Male,208969,Salaried,598,1198590,Home Improvement,2023-10-27,Rejected
LN0536,Patricia Roth,27,Male,116064,Salaried,719,274314,Education,2025-04-09,Approved
LN0537,James Norton,33,Male,476795,Salaried,768,1779215,Personal,2023-11-07,Rejected
LN0538,Elizabeth Foster,27,Female,54379,Unemployed,426,1669305,Medical,2025-05-22,Rejected
LN0539,Brian Smith,58,Male,291529,Salaried,349,1210199,Medical,2025-01-06,Rejected
LN0540,Lisa Cobb,51,Male,392711,Salaried,431,267168,Medical,2024-08-29,Rejected
LN0541,Victoria Marks,59,Female,294298,Self-employed,728,1327152,Personal,2024-08-15,Approved
LN0542,David Wilson,42,Female,267421,Self-employed,441,915589,Home Improvement,2023-12-06,Rejected
LN0543,David White,53,Female,472013,Self-employed,621,1542908,Home Improvement,2024-04-29,Approved
LN0544,Megan Ballard,33,Male,357243,Self-employed,653,1981879,Personal,2024-12-27,Rejected
LN0545,Kathleen Williams,32,Female,402429,Salaried,660,1229187,Medical,2024-01-18,Approved
LN0546,Ryan Cox,47,Female,490050,Self-employed,313,1146244,Business,2025-06-22,Approved
LN0547,Michael Burke,30,Male,381406,Salaried,573,1623252,Personal,2023-09-26,Rejected
LN0548,Jessica Johnson,37,Male,470077,Salaried,602,477820,Home Improvement,2023-08-22,Approved
LN0549,Kendra Holmes,49,Male,353018,Self-employed,529,1606952,Home Improvement,2024-05-07,Rejected
LN0550,Samantha Gilbert,53,Female,393298,Self-employed,690,862761,Medical,2024-06-03,Rejected
LN0551,Travis Hunt,41,Male,36797,Self-employed,507,1351412,Medical,2023-08-11,Rejected
LN0552,Douglas Manning,44,Male,436924,Self-employed,498,666935,Medical,2025-03-01,Approved
LN0553,Lee Fleming,25,Male,121118,Self-employed,422,841042,Business,2023-09-17,Rejected
LN0554,Mark Mejia,56,Female,98192,Salaried,561,61838,Education,2023-10-17,Rejected
LN0555,Amy Soto,30,Male,110584,Unemployed,352,1672484,Home Improvement,2025-02-06,Rejected
LN0556,Charles Adams,40,Female,444139,Salaried,666,202842,Education,2025-01-11,Approved
LN0557,Mr. Nicholas Jones,32,Male,442225,Salaried,725,1188921,Home Improvement,2024-07-01,Approved
LN0558,Alexandra Hernandez,43,Male,493154,Salaried,639,744296,Education,2023-08-16,Approved
LN0559,Theresa Snyder,60,Female,324301,Self-employed,309,290589,Education,2024-01-08,Rejected
LN0560,Kathryn Nunez,60,Male,50907,Self-employed,628,849796,Business,2023-07-20,Approved
LN0561,Christopher Williamson,55,Female,42952,Unemployed,683,1128584,Home Improvement,2024-09-19,Rejected
LN0562,Matthew Mendoza,23,Female,371588,Salaried,826,222690,Business,2025-04-19,Approved
LN0563,Wendy Humphrey,55,Male,358693,Salaried,518,1863933,Medical,2025-05-20,Rejected
LN0564,Brian Johnson,34,Female,368984,Self-employed,373,1616343,Personal,2025-02-01,Approved
LN0565,Seth Wolfe,42,Male,75886,Salaried,482,1715589,Education,2025-05-26,Rejected
LN0566,Tiffany Moon,57,Male,165606,Salaried,761,1371661,Medical,2024-04-03,Approved
LN0567,Brandon Young,22,Female,383002,Salaried,306,1395160,Home Improvement,2023-07-17,Approved
LN0568,Deborah Matthews,58,Male,397464,Self-employed,666,1996257,Home Improvement,2024-07-10,Approved
LN0569,Madison Jordan,40,Male,177596,Self-employed,748,849882,Medical,2025-04-30,Rejected
LN0570,Michael Williams,22,Female,111958,Salaried,439,1616056,Medical,2024-02-06,Rejected
LN0571,James Keith,55,Female,362422,Salaried,682,73383,Home Improvement,2024-02-19,Rejected
LN0572,Jason Kennedy,30,Male,51901,Salaried,703,1176489,Home Improvement,2023-09-07,Rejected
LN0573,James Singh,40,Male,422322,Self-employed,652,494044,Medical,2024-07-17,Rejected
LN0574,Michael Grant,53,Male,114386,Salaried,558,457531,Business,2025-04-28,Approved
LN0575,David Sullivan,57,Male,476372,Self-employed,772,1401980,Home Improvement,2024-01-26,Approved
LN0576,Cynthia Smith,25,Female,81486,Salaried,798,743844,Education,2024-08-30,Approved
LN0577,Peggy Collins,36,Male,179493,Self-employed,498,716445,Medical,2025-05-21,Rejected
LN0578,Nicole Simpson,60,Female,393571,Salaried,673,1743869,Education,2023-11-16,Rejected
